#PATH-POINTS-START Red 1
131.835,-107.336,120
130.48,-108.806,120
129.124,-110.277,120
127.769,-111.747,120
126.413,-113.218,120
125.057,-114.688,120
123.702,-116.159,120
122.346,-117.629,120
120.991,-119.1,120
119.595,-120.469,120,0
117.599,-120.343,120
115.602,-120.221,120
113.606,-120.105,120
111.609,-119.994,120
109.611,-119.891,120
107.614,-119.795,120
105.616,-119.708,120
103.617,-119.629,120
101.618,-119.562,120
99.619,-119.507,120
97.619,-119.466,120
95.62,-119.442,120
93.62,-119.438,120
91.62,-119.459,120
89.62,-119.511,120
87.623,-119.605,120
85.628,-119.754,120
83.642,-119.983,120
81.673,-120.332,120
79.744,-120.858,120
77.863,-121.536,120
75.945,-122.097,120
73.969,-122.397,120
71.973,-122.521,120
69.973,-122.541,120
67.973,-122.497,120
65.975,-122.411,120
63.979,-122.293,120
61.984,-122.153,120
59.99,-121.995,120,0
60.134,-120.056,120
60.228,-118.059,120
60.289,-116.06,120
60.332,-114.06,120
60.364,-112.06,120
60.389,-110.06,120
60.408,-108.061,120
60.423,-106.061,120
60.436,-104.061,120
60.446,-102.061,120
60.455,-100.061,120
60.463,-98.061,120
60.469,-96.061,120
60.475,-94.061,120
60.481,-92.061,120
60.487,-90.061,120
60.492,-88.061,120
60.498,-86.061,120
60.504,-84.061,120
60.511,-82.061,120
60.518,-80.061,120
60.526,-78.061,120
60.535,-76.061,120
60.545,-74.061,120
60.555,-72.061,120
60.567,-70.061,120
60.58,-68.061,120
60.594,-66.061,120
60.609,-64.061,120
60.626,-62.061,120
60.644,-60.061,120
60.664,-58.061,120
60.693,-55.395,120,0
60.693,-55.395,0,0
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"path.jerryio v0.1","gc":{"robotWidth":30,"robotHeight":30,"robotIsHolonomic":false,"showRobot":false,"uol":1,"pointDensity":2,"controlMagnetDistance":5,"fieldImage":{"displayName":"V5RC 2025 - High Stakes","signature":"V5RC 2025 - High Stakes","origin":{"__type":"built-in"}},"coordinateSystem":"Path-Based Coordinates"},"paths":[{"segments":[{"controls":[{"uid":"9xPlsQmJPP","x":-166.33757178014767,"y":67.95775225594751,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"hPq9LZxNVJ","x":-124.71534044298606,"y":70.22805578342906,"lock":false,"visible":true,"__type":"control"},{"uid":"RFInq5eDW9","x":-77.79573420836752,"y":100.49876948318295,"lock":false,"visible":true,"__type":"control"},{"uid":"5M1SpjOiPh","x":-58.87653814602134,"y":120.17473338802299,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"UhJnuKkFCg"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0}},"name":"Red 1","uid":"YA49fVEvd7","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"I5CvzFUrPq","x":-164.06726825266614,"y":-79.61197703035275,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"U1SGZtjrNj","x":-120.93150123051683,"y":-120.4774405250205,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"2SEqFnyLa4"},{"controls":[{"uid":"U1SGZtjrNj","x":-120.93150123051683,"y":-120.4774405250205,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"nN3FH6wNpE","x":-58.11977030352749,"y":-116.69360131255127,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"AxnZJWtSD3"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Red 2","uid":"iimUj4eHSL","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"KrvdaZOW4L","x":161.34290401968815,"y":60.39007383100911,"lock":false,"visible":true,"heading":270,"__type":"end-point"},{"uid":"NFZbGYLU1a","x":119.72067268252665,"y":-0.1513535684987609,"lock":false,"visible":true,"heading":85,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"PyQx8No4nW"},{"controls":[{"uid":"NFZbGYLU1a","x":119.72067268252665,"y":-0.1513535684987609,"lock":false,"visible":true,"heading":85,"__type":"end-point"},{"uid":"SA9shcnq0W","x":78.09844134536516,"y":-60.69278096800663,"lock":false,"visible":true,"__type":"control"},{"uid":"xJQhUCzIHs","x":90.96349466776046,"y":27.47067268252667,"lock":false,"visible":true,"__type":"control"},{"uid":"lGBgCADfG0","x":62.20631665299425,"y":55.0926989335521,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"QI1ghl50tl"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Blue 1","uid":"czRz4BM43U","lock":false,"visible":true},{"segments":[{"controls":[{"uid":"eizI6j2IbY","x":164.36997538966367,"y":-72.04429860541427,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"95Zc6inhXr","x":119.72067268252665,"y":-120.4774405250205,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"pphfukOMcT"},{"controls":[{"uid":"95Zc6inhXr","x":119.72067268252665,"y":-120.4774405250205,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"WkwVMaUFbj","x":61.4495488105004,"y":-116.69360131255127,"lock":false,"visible":true,"__type":"control"},{"uid":"1DznoZ4Mkg","x":91.72026251025429,"y":-124.63966365873667,"lock":false,"visible":true,"__type":"control"},{"uid":"vHFoZyR8ZB","x":59.93601312551271,"y":-121.9909762100082,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"WlUCj5rYYN"},{"controls":[{"uid":"vHFoZyR8ZB","x":59.93601312551271,"y":-121.9909762100082,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"DSFbfsLBhE","x":60.69278096800655,"y":-118.20713699753897,"lock":false,"visible":true,"__type":"control"},{"uid":"6zjYG8mqd4","x":60.31439704675963,"y":-88.69319114027891,"lock":false,"visible":true,"__type":"control"},{"uid":"CKzW46ovNg","x":60.69278096800655,"y":-55.395406070549626,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"HeXeDlDuwo"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":40,"to":120},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1}},"name":"Blue 2","uid":"rFR0of3Cw0","lock":false,"visible":true}]}
